BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts
41080,2018,00,05,108.003,108.001,88.07800,80.62720,1020.80,-17.84
41080,2018,01,05,108.045,108.042,88.07780,80.54040,1020.80,-18.64
41080,2018,02,05,108.087,108.084,88.07750,80.45810,1020.80,-18.72
41080,2018,03,05,108.128,108.126,88.07700,80.38000,1021.20,-20.16
41080,2018,04,04,108.169,108.167,88.07640,80.30170,1021.10,-20.16
41080,2018,05,04,108.211,108.208,88.07560,80.22330,1021.00,-19.84
41080,2018,06,04,108.253,108.250,88.07460,80.14190,1020.80,-20.00
41080,2018,07,04,108.294,108.292,88.07340,80.05290,1020.80,-19.20
41080,2018,08,05,108.337,108.334,88.07230,79.95390,1020.70,-18.48
41080,2018,09,05,108.378,108.376,88.07120,79.84720,1020.80,-18.40
41080,2018,10,05,108.420,108.417,88.07000,79.73530,1021.00,-17.92
41080,2018,11,05,108.462,108.459,88.06880,79.62310,1020.70,-18.32
41080,2018,12,05,108.503,108.501,88.06750,79.50780,1020.60,-18.16
41080,2018,13,05,108.545,108.542,88.06620,79.39620,1020.50,-18.56
41080,2018,14,04,108.586,108.583,88.06540,79.29480,1020.50,-18.08
41080,2018,15,04,108.628,108.625,88.06410,79.20870,1020.70,-18.96
41080,2018,16,04,108.669,108.667,88.06240,79.12740,1020.40,-18.00
41080,2018,17,04,108.711,108.709,88.06080,79.03840,1020.10,-17.36
41080,2018,18,05,108.753,108.751,88.05910,78.94970,1020.10,-16.64
41080,2018,19,05,108.795,108.792,88.05760,78.85750,1020.20,-16.16
41080,2018,20,05,108.837,108.834,88.05630,78.76420,1020.40,-15.04
41080,2018,21,05,108.878,108.876,88.05540,78.66410,1020.50,-14.72
41080,2018,22,05,108.920,108.917,88.05490,78.56320,1020.60,-14.08
41080,2018,23,05,108.962,108.959,88.05440,78.46710,1020.60,-13.44
41080,2018,00,04,109.003,109.000,88.05410,78.37800,1020.40,-13.52
41080,2018,01,04,109.044,109.042,88.05380,78.29080,1020.40,-13.20
41080,2018,02,04,109.086,109.083,88.05240,78.21360,1020.50,-12.96
41080,2018,03,04,109.128,109.126,88.05060,78.13980,1020.30,-13.36
41080,2018,04,05,109.170,109.167,88.04890,78.06940,1020.30,-13.28
41080,2018,05,05,109.212,109.209,88.04730,78.00300,1020.50,-13.44
41080,2018,06,05,109.253,109.251,88.04580,77.92630,1020.40,-13.28
41080,2018,07,05,109.295,109.292,88.04450,77.84720,1020.10,-13.44
41080,2018,08,05,109.337,109.334,88.04330,77.76670,1020.00,-13.52
41080,2018,09,05,109.378,109.376,88.04210,77.68460,1020.10,-13.84
41080,2018,10,05,109.420,109.417,88.04150,77.59960,1020.20,-14.48
41080,2018,11,04,109.461,109.458,88.04090,77.51570,1020.30,-14.16
41080,2018,12,04,109.503,109.500,88.04040,77.43260,1019.80,-14.64
41080,2018,13,04,109.544,109.542,88.03940,77.36140,1020.00,-14.80
41080,2018,14,04,109.586,109.583,88.03810,77.29650,1019.80,-14.64
41080,2018,15,05,109.628,109.626,88.03690,77.23510,1019.80,-14.64
41080,2018,16,05,109.670,109.667,88.03530,77.17780,1019.60,-14.96
41080,2018,17,05,109.712,109.709,88.03360,77.12460,1019.40,-15.12
41080,2018,18,05,109.753,109.751,88.03190,77.07020,1019.10,-15.28
41080,2018,19,05,109.795,109.792,88.03010,77.01600,1018.60,-15.28
41080,2018,20,04,109.836,109.834,88.02830,76.95870,1018.20,-15.12
41080,2018,21,04,109.878,109.875,88.02640,76.90150,1018.20,-15.28
41080,2018,22,04,109.919,109.917,88.02470,76.83880,1017.90,-15.20
41080,2018,23,04,109.961,109.959,88.02280,76.77430,1017.80,-15.12
41080,2018,00,04,110.003,110.000,88.02100,76.71070,1017.30,-14.88
41080,2018,01,05,110.045,110.042,88.01920,76.64920,1016.80,-14.96
41080,2018,02,05,110.087,110.084,88.01710,76.59460,1016.30,-15.04
41080,2018,03,05,110.128,110.126,88.01500,76.54540,1015.90,-14.96
41080,2018,04,05,110.170,110.167,88.01300,76.50070,1015.40,-14.88
41080,2018,05,05,110.212,110.209,88.01090,76.45890,1015.00,-14.56
41080,2018,06,05,110.253,110.250,88.00870,76.41880,1014.60,-14.08
41080,2018,07,04,110.294,110.292,88.00650,76.37770,1014.10,-13.92
41080,2018,08,04,110.336,110.333,88.00440,76.33600,1013.80,-13.44
41080,2018,09,04,110.378,110.376,88.00210,76.29410,1013.50,-13.20
41080,2018,10,05,110.420,110.417,88.00000,76.25050,1013.10,-13.76
41080,2018,11,05,110.462,110.459,87.99790,76.20750,1012.80,-13.44
41080,2018,12,05,110.503,110.501,87.99590,76.16630,1012.40,-13.36
41080,2018,13,05,110.545,110.542,87.99400,76.12830,1012.10,-13.36
41080,2018,14,05,110.587,110.584,87.99210,76.09540,1011.60,-13.20
41080,2018,15,05,110.628,110.626,87.99020,76.06690,1011.20,-13.20
41080,2018,16,04,110.669,110.667,87.98840,76.04000,1010.80,-13.44
41080,2018,17,04,110.711,110.708,87.98660,76.01460,1010.60,-13.60
41080,2018,18,04,110.753,110.750,87.98500,75.99120,1010.20,-13.76
41080,2018,19,04,110.794,110.792,87.98330,75.96940,1009.70,-13.68
41080,2018,20,05,110.837,110.834,87.98180,75.95060,1009.60,-13.60
41080,2018,21,05,110.878,110.876,87.98030,75.93030,1009.20,-14.08
41080,2018,22,05,110.920,110.917,87.97900,75.90920,1009.00,-13.76
41080,2018,23,05,110.962,110.959,87.97770,75.88750,1008.70,-13.92
41080,2018,00,05,111.003,111.001,87.97660,75.86610,1008.40,-11.92
41080,2018,01,05,111.045,111.042,87.97530,75.84510,1008.00,-13.04
41080,2018,02,04,111.086,111.084,87.97420,75.82690,1007.90,-13.84
41080,2018,03,04,111.128,111.125,87.97330,75.81030,1007.70,-15.52
41080,2018,04,04,111.169,111.167,87.97240,75.79650,1007.40,-16.00
41080,2018,05,05,111.212,111.209,87.97170,75.78280,1007.10,-14.96
41080,2018,06,05,111.253,111.251,87.97110,75.77200,1006.80,-14.40
41080,2018,07,05,111.295,111.292,87.97050,75.76150,1006.60,-14.40
41080,2018,08,05,111.337,111.334,87.97010,75.75320,1006.30,-14.24
41080,2018,09,05,111.378,111.376,87.96960,75.74160,1006.30,-13.76
41080,2018,10,05,111.420,111.417,87.96910,75.73320,1006.30,-13.76
41080,2018,11,05,111.462,111.459,87.96840,75.71920,1006.20,-13.60
41080,2018,12,04,111.503,111.500,87.96770,75.70600,1006.10,-13.84
41080,2018,13,04,111.544,111.542,87.96690,75.69270,1005.90,-14.32
41080,2018,14,04,111.586,111.583,87.96630,75.68230,1005.50,-14.32
41080,2018,15,04,111.628,111.626,87.96590,75.67820,1005.30,-13.76
41080,2018,16,05,111.670,111.667,87.96560,75.68000,1005.30,-14.40
41080,2018,17,05,111.712,111.709,87.96550,75.69030,1005.20,-13.44
41080,2018,18,05,111.753,111.751,87.96550,75.70600,1005.00,-9.52
41080,2018,19,05,111.795,111.792,87.96550,75.72220,1005.10,-10.72
41080,2018,20,05,111.837,111.834,87.96550,75.73730,1005.30,-15.28
41080,2018,21,05,111.878,111.876,87.96580,75.74990,1005.30,-16.00
41080,2018,22,04,111.919,111.917,87.96630,75.75950,1005.70,-14.08
41080,2018,23,04,111.961,111.958,87.96700,75.76490,1005.80,-15.12
41080,2018,00,04,112.003,112.000,87.96780,75.76640,1006.00,-13.52
41080,2018,01,05,112.045,112.042,87.96870,75.76780,1006.10,-15.60
41080,2018,02,05,112.087,112.084,87.96980,75.77130,1006.00,-14.08
41080,2018,03,05,112.128,112.126,87.97100,75.77430,1006.10,-16.56
41080,2018,04,05,112.170,112.167,87.97220,75.78010,1006.10,-16.80
41080,2018,05,05,112.212,112.209,87.97360,75.78680,1005.80,-14.48
41080,2018,06,05,112.253,112.251,87.97510,75.79270,1006.00,-15.84
41080,2018,07,05,112.295,112.292,87.97670,75.79280,1006.10,-17.60
41080,2018,08,04,112.336,112.333,87.97820,75.78650,1006.40,-18.32
41080,2018,09,04,112.378,112.375,87.97990,75.77040,1007.00,-17.52
41080,2018,10,04,112.419,112.417,87.98180,75.74760,1007.10,-15.44
41080,2018,11,05,112.462,112.459,87.98370,75.71090,1007.40,-14.40
41080,2018,12,05,112.503,112.501,87.98560,75.67020,1007.50,-14.40
41080,2018,13,05,112.545,112.542,87.98740,75.62740,1007.80,-14.64
41080,2018,14,05,112.587,112.584,87.98910,75.57560,1008.00,-14.48
41080,2018,15,05,112.628,112.626,87.99060,75.52280,1008.30,-14.48
41080,2018,16,05,112.670,112.667,87.99180,75.46940,1008.80,-14.96
41080,2018,17,04,112.711,112.709,87.99290,75.41690,1009.20,-15.60
41080,2018,18,04,112.753,112.750,87.99390,75.36800,1009.50,-15.84
41080,2018,19,04,112.794,112.792,87.99460,75.31870,1009.90,-13.28
41080,2018,20,04,112.836,112.833,87.99530,75.27000,1010.40,-16.80
41080,2018,21,04,112.878,112.876,87.99570,75.21510,1010.80,-15.92
41080,2018,22,05,112.920,112.917,87.99620,75.15170,1011.00,-15.68
41080,2018,23,05,112.962,112.959,87.99670,75.08380,1011.20,-16.24
41080,2018,00,05,113.003,113.001,87.99740,75.01510,1011.40,-16.48
41080,2018,01,05,113.045,113.042,87.99800,74.94620,1011.50,-17.44
41080,2018,02,05,113.087,113.084,87.99870,74.87590,1011.80,-18.32
41080,2018,03,04,113.128,113.126,87.99920,74.80920,1011.70,-18.72
41080,2018,04,04,113.169,113.167,87.99960,74.74810,1011.70,-18.80
41080,2018,05,04,113.211,113.209,87.99970,74.69280,1011.70,-18.16
41080,2018,06,04,113.253,113.250,87.99950,74.64170,1011.80,-17.12
41080,2018,07,04,113.294,113.292,87.99910,74.59030,1011.60,-16.00
41080,2018,08,05,113.337,113.334,87.99850,74.53410,1010.80,-17.68
41080,2018,09,05,113.378,113.376,87.99780,74.47420,1010.90,-17.12
41080,2018,10,05,113.420,113.417,87.99690,74.40840,1010.90,-17.12
41080,2018,11,05,113.462,113.459,87.99600,74.34090,1010.90,-17.44
41080,2018,12,05,113.503,113.501,87.99530,74.26810,1011.00,-17.76
41080,2018,13,04,113.544,113.542,87.99460,74.19150,1011.00,-18.32
41080,2018,14,04,113.586,113.583,87.99410,74.11740,1010.90,-18.40
41080,2018,15,04,113.628,113.625,87.99350,74.04780,1010.60,-18.00
41080,2018,16,04,113.669,113.667,87.99270,73.98390,1010.60,-17.60
41080,2018,17,04,113.711,113.709,87.99170,73.92180,1010.50,-18.00
41080,2018,18,05,113.753,113.751,87.99050,73.86360,1010.30,-17.44
41080,2018,19,05,113.795,113.792,87.98900,73.81280,1010.00,-16.96
41080,2018,20,05,113.837,113.834,87.98740,73.75990,1010.00,-17.20
41080,2018,21,05,113.878,113.876,87.98570,73.70090,1010.10,-14.96
41080,2018,22,05,113.920,113.917,87.98390,73.64040,1010.20,-17.92
41080,2018,23,05,113.962,113.959,87.98210,73.57750,1010.20,-16.64
41080,2018,00,04,114.003,114.000,87.98040,73.51690,1010.10,-19.12
41080,2018,01,04,114.044,114.042,87.97860,73.45410,1009.80,-18.56
41080,2018,02,04,114.086,114.083,87.97700,73.39590,1009.60,-18.80
41080,2018,03,04,114.128,114.126,87.97530,73.33990,1009.50,-19.76
41080,2018,04,05,114.170,114.167,87.97350,73.28430,1009.30,-18.88
41080,2018,05,05,114.212,114.209,87.97160,73.23320,1009.00,-18.00
41080,2018,06,05,114.253,114.251,87.96960,73.18170,1008.80,-18.48
41080,2018,07,05,114.295,114.292,87.96750,73.13190,1008.80,-19.04
41080,2018,08,05,114.337,114.334,87.96520,73.08410,1008.80,-18.48
41080,2018,09,04,114.378,114.376,87.96300,73.03590,1009.00,-18.64
41080,2018,10,04,114.419,114.417,87.96070,72.98810,1009.10,-18.72
41080,2018,11,04,114.461,114.458,87.95850,72.93890,1009.10,-18.56
41080,2018,12,05,114.503,114.501,87.95630,72.89040,1009.10,-18.88
41080,2018,13,05,114.545,114.542,87.95410,72.84120,1009.10,-18.56
41080,2018,14,05,114.587,114.584,87.95210,72.79200,1009.00,-18.32
41080,2018,15,05,114.628,114.626,87.95010,72.74760,1009.00,-18.00
41080,2018,16,05,114.670,114.667,87.94820,72.70620,1008.90,-18.64
41080,2018,17,05,114.712,114.709,87.94610,72.66570,1008.90,-18.72
41080,2018,18,05,114.753,114.751,87.94410,72.63110,1008.90,-19.04
41080,2018,19,05,114.795,114.792,87.94220,72.60080,1009.10,-18.64
41080,2018,20,04,114.836,114.833,87.94030,72.57470,1009.20,-19.92
41080,2018,21,04,114.878,114.875,87.93840,72.55160,1009.20,-20.40
41080,2018,22,04,114.919,114.917,87.93680,72.52780,1009.40,-19.84
41080,2018,23,05,114.962,114.959,87.93510,72.51070,1009.20,-19.68
41080,2018,00,05,115.003,115.001,87.93350,72.49970,1008.90,-18.24
41080,2018,01,05,115.045,115.042,87.93210,72.48740,1009.10,-17.52
41080,2018,02,05,115.087,115.084,87.93070,72.47980,1009.20,-18.32
41080,2018,03,05,115.128,115.126,87.92920,72.47730,1009.30,-19.20
41080,2018,04,05,115.170,115.167,87.92810,72.47500,1009.30,-20.16
41080,2018,05,05,115.212,115.209,87.92710,72.47450,1009.30,-21.76
41080,2018,06,04,115.253,115.250,87.92630,72.47300,1009.40,-21.44
41080,2018,07,04,115.294,115.292,87.92560,72.47460,1009.60,-22.00
41080,2018,08,05,115.337,115.334,87.92480,72.47690,1009.80,-22.24
41080,2018,09,05,115.378,115.376,87.92410,72.48770,1010.20,-22.88
41080,2018,10,05,115.420,115.417,87.92350,72.50230,1010.40,-23.20
41080,2018,11,05,115.462,115.459,87.92290,72.50840,1010.50,-22.40
41080,2018,12,05,115.503,115.501,87.92230,72.51810,1010.70,-22.72
41080,2018,13,05,115.545,115.542,87.92180,72.52500,1010.80,-22.72
41080,2018,14,05,115.587,115.584,87.92140,72.53180,1011.00,-20.48
41080,2018,15,04,115.628,115.625,87.92120,72.53480,1011.10,-20.72
41080,2018,16,04,115.669,115.667,87.92100,72.53780,1011.10,-20.24
41080,2018,17,04,115.711,115.708,87.92090,72.54110,1011.20,-21.04
41080,2018,18,04,115.753,115.751,87.92100,72.54720,1011.40,-20.48
41080,2018,19,05,115.795,115.792,87.92100,72.55580,1011.40,-20.40
41080,2018,20,05,115.837,115.834,87.92080,72.56320,1011.80,-21.76
41080,2018,21,05,115.878,115.876,87.92070,72.56810,1011.90,-21.60
41080,2018,22,05,115.920,115.917,87.92060,72.57110,1012.00,-20.40
41080,2018,23,05,115.962,115.959,87.92060,72.57520,1012.20,-20.16
41080,2018,00,05,116.003,116.001,87.92050,72.57660,1012.20,-20.48
41080,2018,01,05,116.045,116.042,87.92030,72.57520,1012.40,-17.60
41080,2018,02,04,116.086,116.083,87.92010,72.57100,1012.50,-18.32
41080,2018,03,04,116.128,116.126,87.91990,72.56840,1012.60,-21.44
41080,2018,04,05,116.170,116.167,87.91990,72.56370,1012.50,-20.96
41080,2018,05,05,116.212,116.209,87.91990,72.55740,1012.30,-20.48
41080,2018,06,05,116.253,116.251,87.92000,72.54940,1012.40,-20.56
41080,2018,07,05,116.295,116.292,87.92010,72.53280,1012.60,-20.16
41080,2018,08,05,116.337,116.334,87.92030,72.51200,1012.60,-20.24
41080,2018,09,05,116.378,116.376,87.92050,72.48470,1012.80,-19.68
41080,2018,10,05,116.420,116.417,87.92080,72.45850,1013.10,-19.44
41080,2018,11,04,116.461,116.458,87.92100,72.43280,1013.10,-18.88
41080,2018,12,04,116.503,116.500,87.92100,72.40980,1013.30,-18.72
41080,2018,13,04,116.544,116.542,87.92090,72.38810,1013.40,-19.92
41080,2018,14,04,116.586,116.584,87.92070,72.36560,1013.60,-17.68
41080,2018,15,05,116.628,116.626,87.92020,72.34190,1013.70,-17.44
41080,2018,16,05,116.670,116.667,87.91980,72.31860,1013.90,-13.60
41080,2018,17,05,116.712,116.709,87.91920,72.29420,1014.10,-11.92
41080,2018,18,05,116.753,116.751,87.91860,72.26660,1014.30,-10.72
41080,2018,19,05,116.795,116.792,87.91790,72.23850,1014.50,-11.36
41080,2018,20,05,116.837,116.834,87.91690,72.20730,1014.60,-17.68
41080,2018,21,05,116.878,116.875,87.91590,72.17890,1014.80,-12.64
41080,2018,22,04,116.919,116.917,87.91480,72.14830,1014.60,-14.40
41080,2018,23,04,116.961,116.958,87.91380,72.11230,1014.60,-13.76
41080,2018,00,04,117.003,117.001,87.91280,72.07610,1014.60,-14.64
41080,2018,01,06,117.046,117.042,87.91170,72.03870,1014.40,-15.76
41080,2018,02,05,117.087,117.084,87.91070,71.99620,1014.10,-20.24
41080,2018,03,05,117.128,117.126,87.90970,71.95770,1014.00,-21.52
41080,2018,04,05,117.170,117.167,87.90840,71.91680,1013.80,-21.92
41080,2018,05,05,117.212,117.209,87.90720,71.87670,1013.60,-21.68
41080,2018,06,05,117.253,117.251,87.90560,71.83070,1013.60,-21.04
41080,2018,07,05,117.295,117.292,87.90400,71.78170,1013.60,-20.48
41080,2018,08,04,117.336,117.333,87.90210,71.72960,1013.40,-20.48
41080,2018,09,04,117.378,117.375,87.90010,71.67840,1013.60,-20.64
41080,2018,10,04,117.419,117.417,87.89830,71.63150,1013.60,-20.16
41080,2018,11,04,117.461,117.458,87.89650,71.58560,1013.70,-20.00
41080,2018,12,05,117.503,117.501,87.89470,71.54100,1013.90,-19.52
41080,2018,13,05,117.545,117.542,87.89300,71.50120,1014.00,-20.24
41080,2018,14,05,117.587,117.584,87.89140,71.46360,1013.70,-19.60
41080,2018,15,05,117.628,117.626,87.88980,71.43050,1013.70,-17.76
41080,2018,16,05,117.670,117.667,87.88860,71.39510,1013.90,-19.20
41080,2018,17,05,117.712,117.709,87.88730,71.35640,1013.90,-16.80
41080,2018,18,04,117.753,117.750,87.88610,71.31330,1013.80,-17.44
41080,2018,19,04,117.794,117.792,87.88500,71.26320,1014.00,-19.36
41080,2018,20,04,117.836,117.833,87.88370,71.21700,1014.10,-19.20
41080,2018,21,04,117.878,117.876,87.88250,71.16940,1014.00,-15.60
41080,2018,22,05,117.920,117.917,87.88120,71.12490,1013.90,-15.60
41080,2018,23,05,117.962,117.959,87.88020,71.08650,1014.10,-16.40
41080,2018,00,05,118.003,118.001,87.87910,71.04810,1014.00,-19.92
41080,2018,01,05,118.045,118.042,87.87820,71.00940,1013.90,-20.00
41080,2018,02,05,118.087,118.084,87.87750,70.96990,1013.70,-20.24
41080,2018,03,05,118.128,118.126,87.87670,70.93010,1013.60,-20.72
41080,2018,04,04,118.169,118.167,87.87590,70.88410,1013.40,-20.48
41080,2018,05,04,118.211,118.208,87.87460,70.84310,1013.20,-20.32
41080,2018,06,04,118.253,118.250,87.87340,70.79860,1013.00,-19.68
41080,2018,07,04,118.294,118.292,87.87220,70.74670,1012.90,-19.28
41080,2018,08,05,118.337,118.334,87.87100,70.69110,1012.60,-19.04
41080,2018,09,05,118.378,118.376,87.86950,70.63860,1012.70,-18.48
41080,2018,10,05,118.420,118.417,87.86820,70.58350,1012.70,-18.64
41080,2018,11,05,118.462,118.459,87.86690,70.53090,1012.60,-18.96
41080,2018,12,05,118.503,118.501,87.86590,70.47780,1012.30,-18.32
41080,2018,13,05,118.545,118.542,87.86480,70.43340,1012.20,-18.48
41080,2018,14,04,118.586,118.583,87.86380,70.39650,1011.90,-17.76
41080,2018,15,04,118.628,118.625,87.86270,70.36120,1011.60,-16.24
41080,2018,16,04,118.669,118.667,87.86170,70.32540,1011.40,-16.16
41080,2018,17,04,118.711,118.709,87.86060,70.28520,1011.20,-17.92
41080,2018,18,05,118.753,118.751,87.85970,70.23820,1011.00,-17.36
41080,2018,19,05,118.795,118.792,87.85880,70.18780,1010.80,-16.16
41080,2018,20,05,118.837,118.834,87.85790,70.13460,1010.80,-16.48
41080,2018,21,05,118.878,118.876,87.85720,70.07790,1010.80,-15.28
41080,2018,22,05,118.920,118.917,87.85650,70.02600,1010.60,-15.60
41080,2018,23,05,118.962,118.959,87.85590,69.97750,1010.50,-16.96
41080,2018,00,04,119.003,119.001,87.85530,69.93030,1010.50,-16.08
41080,2018,01,04,119.044,119.042,87.85460,69.88610,1010.50,-16.00
41080,2018,02,04,119.086,119.083,87.85370,69.84230,1010.40,-15.28
41080,2018,03,04,119.128,119.126,87.85280,69.79480,1010.40,-16.56
41080,2018,04,05,119.170,119.167,87.85190,69.74440,1010.50,-16.48
41080,2018,05,05,119.212,119.209,87.85080,69.69680,1010.60,-15.84
41080,2018,06,05,119.253,119.251,87.84990,69.64700,1010.80,-16.72
41080,2018,07,05,119.295,119.292,87.84880,69.59010,1010.70,-17.04
41080,2018,08,05,119.337,119.334,87.84780,69.53420,1011.20,-17.12
41080,2018,09,05,119.378,119.376,87.84690,69.47370,1011.40,-16.96
41080,2018,10,04,119.419,119.417,87.84590,69.41180,1011.60,-16.40
41080,2018,11,04,119.461,119.458,87.84490,69.35310,1011.50,-16.40
41080,2018,12,04,119.503,119.500,87.84390,69.29590,1011.80,-16.80
41080,2018,13,04,119.544,119.542,87.84280,69.24610,1011.80,-16.64
41080,2018,14,05,119.587,119.584,87.84160,69.20120,1011.90,-16.16
41080,2018,15,05,119.628,119.626,87.84040,69.15840,1012.10,-17.20
41080,2018,16,05,119.670,119.667,87.83910,69.11550,1012.30,-17.60
41080,2018,17,05,119.712,119.709,87.83780,69.06670,1012.50,-17.60
41080,2018,18,05,119.753,119.751,87.83650,69.01020,1012.30,-17.44
41080,2018,19,05,119.795,119.792,87.83530,68.94690,1012.30,-16.24
41080,2018,20,04,119.836,119.833,87.83420,68.87810,1012.50,-17.20
41080,2018,21,04,119.878,119.875,87.83290,68.80920,1012.80,-16.96
41080,2018,22,04,119.919,119.917,87.83180,68.73340,1013.00,-15.84
41080,2018,23,04,119.961,119.959,87.83060,68.66160,1013.00,-17.12
41080,2018,00,05,120.003,120.001,87.82930,68.59900,1013.10,-16.80
41080,2018,01,05,120.045,120.042,87.82770,68.54630,1013.30,-16.80
41080,2018,02,05,120.087,120.084,87.82570,68.50540,1013.40,-17.20
41080,2018,03,05,120.128,120.126,87.82380,68.46900,1013.30,-17.44
41080,2018,04,05,120.170,120.167,87.82190,68.43420,1013.00,-17.04
41080,2018,05,05,120.212,120.209,87.82010,68.40040,1013.20,-17.44
41080,2018,06,04,120.253,120.250,87.81810,68.36190,1013.30,-17.44
41080,2018,07,04,120.294,120.292,87.81620,68.32170,1013.40,-17.52
41080,2018,08,04,120.336,120.333,87.81420,68.28320,1013.50,-17.36
41080,2018,09,04,120.378,120.375,87.81230,68.23580,1013.70,-17.20
41080,2018,10,05,120.420,120.417,87.81070,68.18480,1013.70,-17.20
41080,2018,11,05,120.462,120.459,87.80910,68.13800,1013.70,-17.12
41080,2018,12,05,120.503,120.501,87.80760,68.09700,1013.70,-17.04
41080,2018,13,05,120.545,120.542,87.80590,68.06920,1013.80,-17.28
41080,2018,14,05,120.587,120.584,87.80440,68.04640,1013.90,-16.96
41080,2018,15,05,120.628,120.626,87.80290,68.02580,1013.70,-17.12
41080,2018,16,04,120.669,120.667,87.80150,68.00710,1014.00,-17.28
41080,2018,17,04,120.711,120.708,87.80000,67.98600,1013.80,-17.20
41080,2018,18,04,120.753,120.750,87.79840,67.96410,1014.00,-17.44
41080,2018,19,04,120.794,120.792,87.79700,67.93970,1014.00,-17.36
41080,2018,20,05,120.837,120.834,87.79530,67.90890,1013.90,-17.28
41080,2018,21,05,120.878,120.876,87.79370,67.87130,1014.00,-16.96
41080,2018,22,05,120.920,120.917,87.79200,67.83340,1014.00,-16.48
41080,2018,23,05,120.962,120.959,87.79040,67.79680,1013.90,-15.68
41080,2018,00,05,121.003,121.001,87.78870,67.76400,1014.00,-14.96
41080,2018,01,05,121.045,121.042,87.78710,67.73580,1014.00,-11.92
41080,2018,02,04,121.086,121.083,87.78550,67.70420,1014.10,-16.32
41080,2018,03,04,121.128,121.125,87.78400,67.67140,1014.30,-15.92
41080,2018,04,04,121.169,121.167,87.78240,67.63770,1014.20,-14.88
41080,2018,05,04,121.211,121.209,87.78070,67.60600,1014.40,-15.04
41080,2018,06,05,121.253,121.251,87.77890,67.57320,1014.40,-12.80
41080,2018,07,05,121.295,121.292,87.77700,67.53770,1014.50,-13.12
41080,2018,08,05,121.337,121.334,87.77520,67.50050,1014.40,-12.56
41080,2018,09,05,121.378,121.376,87.77300,67.46390,1014.60,-13.76
41080,2018,10,05,121.420,121.417,87.77090,67.42130,1014.80,-13.84
41080,2018,11,05,121.462,121.459,87.76870,67.38250,1015.00,-14.40
41080,2018,12,04,121.503,121.500,87.76640,67.34380,1015.20,-15.28
41080,2018,13,04,121.544,121.542,87.76390,67.30860,1015.30,-15.60
41080,2018,14,04,121.586,121.583,87.76140,67.27880,1015.40,-15.44
41080,2018,15,04,121.628,121.626,87.75900,67.25580,1015.20,-15.52
41080,2018,16,05,121.670,121.667,87.75600,67.24830,1015.20,-16.96
41080,2018,17,05,121.712,121.709,87.75290,67.24380,1015.20,-18.64
41080,2018,18,05,121.753,121.751,87.74960,67.24380,1015.30,-18.96
41080,2018,19,05,121.795,121.792,87.74580,67.24460,1015.10,-18.72
41080,2018,20,05,121.837,121.834,87.74160,67.25260,1014.90,-18.00
41080,2018,21,05,121.878,121.876,87.73760,67.25160,1015.00,-17.68
41080,2018,22,04,121.919,121.917,87.73350,67.24800,1015.00,-17.44
41080,2018,23,04,121.961,121.958,87.72970,67.24490,1014.90,-17.44
41080,2018,00,05,122.003,122.001,87.72590,67.23800,1014.70,-17.60
41080,2018,01,04,122.044,122.042,87.72230,67.23400,1014.50,-18.00
41080,2018,02,05,122.087,122.084,87.71900,67.23530,1014.40,-17.60
41080,2018,03,05,122.128,122.126,87.71600,67.24060,1014.00,-15.84
41080,2018,04,05,122.170,122.167,87.71310,67.24750,1013.50,-14.00
41080,2018,05,05,122.212,122.209,87.71040,67.25750,1013.10,-13.44
41080,2018,06,05,122.253,122.251,87.70790,67.26800,1012.50,-11.60
41080,2018,07,04,122.294,122.292,87.70590,67.28530,1012.30,-10.24
41080,2018,08,04,122.336,122.333,87.70390,67.31380,1011.60,-9.20
41080,2018,09,05,122.378,122.375,87.70230,67.34130,1011.40,-8.64
41080,2018,10,04,122.419,122.417,87.70070,67.37220,1011.00,-8.56
41080,2018,11,05,122.462,122.459,87.69940,67.40320,1010.70,-8.32
41080,2018,12,05,122.503,122.501,87.69810,67.43050,1010.30,-7.44
41080,2018,13,05,122.545,122.542,87.69690,67.46060,1009.90,-8.08
41080,2018,14,05,122.587,122.584,87.69600,67.49210,1009.60,-9.20
41080,2018,15,05,122.628,122.626,87.69500,67.52800,1009.10,-7.92
41080,2018,16,05,122.670,122.667,87.69430,67.57010,1008.70,-8.40
41080,2018,17,04,122.711,122.708,87.69350,67.60930,1008.10,-10.16
41080,2018,18,04,122.753,122.750,87.69270,67.63350,1007.70,-9.28
41080,2018,19,04,122.794,122.792,87.69210,67.65620,1007.30,-8.80
41080,2018,20,04,122.836,122.834,87.69180,67.68050,1007.00,-8.16
41080,2018,21,05,122.878,122.876,87.69190,67.70290,1006.90,-7.60
41080,2018,22,05,122.920,122.917,87.69220,67.72340,1006.70,-6.88
41080,2018,23,05,122.962,122.959,87.69280,67.74220,1006.50,-6.48
41080,2018,00,05,123.003,123.001,87.69350,67.76240,1006.40,-5.44
41080,2018,01,05,123.045,123.042,87.69410,67.78620,1006.10,-4.48
41080,2018,02,05,123.087,123.084,87.69430,67.81050,1005.80,-3.12
41080,2018,03,04,123.128,123.125,87.69430,67.82900,1005.80,-2.40
41080,2018,04,04,123.169,123.167,87.69380,67.84870,1005.70,-1.44
41080,2018,05,04,123.211,123.208,87.69250,67.87840,1005.70,-1.92
41080,2018,06,04,123.253,123.251,87.69100,67.90440,1005.70,-1.04
